-1,000000000000000000
-1,000000000000000000
-1,000000000000000000
-1,000000000000000000
-1,000000000000000000
-1,000000000000000000
-1,000000000000000000
-1,000000000000000000
-1,000000000000000000
-1,000000000000000000
-1,000000000000000000
-1,000000000000000000
-1,000000000000000000
-1,000000000000000000
-1,000000000000000000
0,784877741694952200
0,772427851533294200
0,760198851392102500
0,748187934482787500
0,736392289735633200
0,724809103923224800
0,713435563692810000
0,702268857509735700
0,691306177513818400
0,680544721290245300
0,669981693556890600
0,659614307770863800
0,649439787654997300
0,639455368647115800
0,629658299274223600
0,620045842452173200
0,610615276715259100
0,601363897375389500
0,592289017613716300
0,583387969506919700
0,574658104990175300
0,566096796757382600
0,557701439102272900
0,549469448701618300
0,541398265341147400
0,533485352588643200
0,525728198412881700
0,518124315752629600
0,510671243035881200
0,503366544651846200
0,496207811376645300
0,489192660754745500
0,482318737437771400
0,475583713481377300
0,468985288602779940
0,462521190399358740
0,456189174530173660
0,449987024862163740
0,443912553580730200
0,437963601268292300
0,432138036949887200
0,426433758107822140
0,420848690667233460
0,415380788952002900
0,410028035613611730
0,404788441533034670
0,399660045696769500
0,394640915048450400
0,389729144315781260
0,384922855815488400
0,380220199234812040
0,375619351392437700
0,371118515978348300
0,366715923273372300
0,362409829850187660
0,358198518254928430
0,354080296671389960
0,350053498567633960
0,346116482325825400
0,342267630855934150
0,338505351194118600
0,334828074085630030
0,331234253553850060
0,327722366454699430
0,324290912018282300
0,320938411377253650
0,317663407083067000
0,314464462610446900
0,311340161850199200
0,308289108592049100
0,305309925996375800
0,302401256057205860
0,299561759055539670
0,296790113004596460
0,294085013087072240
0,291445171085289330
0,288869314804796660
0,286356187492286030
0,283904547247991400
0,281513166434319450
0,279180831080359350
0,276906340283858000
0,274688505611381360
0,272526150497022700
0,270418109641305360
0,268363228410614440
0,266360362238619140
0,264408376030016300
0,262506143568384900
0,260652546928413900
0,258846475894297930
0,257086827384497560
0,255372504884905540
0,253702417890536000
0,252075481357447400
0,250490615165539330
0,248946743593400380
0,247442794806389560
0,245977700358150030
0,244550394707585130
0,243159814750758680
0,241804899369825720
0,240484588998705200
0,239197825206356660
0,237943550298348520
0,236720706936959870
0,235528237779824730
0,234365085137808020
0,233230190651645440
0,232122494987460500
0,231040937550774300
0,229984456218852080
0,228951987090345900
0,227942464252331580
0,226954819562904420
0,225987982449469940
0,225040879720528830
0,224112435390698300
0,223201570516952830
0,222307203044997630
0,221428247664043100
0,220563615668469900
0,219712214824831600
0,218872949241992600
0,218044719243292020
0,217226421238689540
0,216416947594718800
0,215615186501780400
0,214820021835663450
0,214030333012952300
0,213244994838424570
0,212462877343249600
0,211682845612989360
0,210903759604629950
0,210124473951967460
0,209343837759056240
0,208560694381887200
0,207773881198483920
0,206982229368222910
0,206184563581876530
0,205379701803737270
0,204566455008198760
0,203743626913765300
0,202910013717963130
0,202064403837175420
0,201205577656691230
0,200332307296936020
0,199443356402289100
0,198537479961124090
0,197613424165584500
0,196669926321883400
0,195705714822961620
0,194719509196674770
0,193710020244936470
0,192675950290977340
0,191615993553592550
0,190528836670039600
0,189413159391600640
0,188267635478591130
0,187090933824374470
0,185881719841151800
0,184638657144285930
0,183360409574689100
0,182045643603107850
0,180693031164239040
0,179301252972064650
0,177869002372922940
0,176394989795324840
0,174877947860782150
0,173316637221855470
0,171709853197235640
0,170056433274563050
0,168355265552093460
0,166605298188950120
0,164805549929567470
0,162955121760661760
0,161053209749188660
0,159099119094047500
0,157092279403763630
0,155032261186382700
0,152918793503187660
0,150751782696749160
0,148531332052749960
0,146257762196990100
0,143931631959666500
0,141553759363501840
0,139125242309779630
0,136647478448496670
0,134122183632451400
0,131551408271069230
0,128937550828499560
0,126283367655433080
0,123591978317103750
0,120866865587768520
0,118111869332592170
0,115331173601073340
0,112529286412375600
0,109711011927176920
0,106881414964472050
0,104045778130015480
0,101209552156534780
0,098378300396081230
0,095557638727798680
0,092753172422491040
0,089970431716598410
0,087214807969345100
0,084491492297097000
0,081805418491383550
0,079161211838197740
0,076563145179990590
0,074015103219431530
0,071520555684206830
0,069082539581800560
0,066703650401559750
0,064386041790132740
0,062131432954196965
0,059941122840753290
0,057816010014034275
0,055756617086273730
0,053763118559278230
0,051835370985995360
0,049972944450749930
0,048175154484500940
0,046441093663223370
0,044769662274596510
0,043159597572358446
0,041609501263189510
0,040117864983295140
0,038683093619882244
0,037303526414423346
0,035977455850991260
0,034703144384910590
0,033478839105662290
0,032302784455347615
0,031173233141854245
0,030088455395907154
0,029046746724643878
0,028046434313429517
0,027085882222894604
0,026163495520790867
0,025277723479557080
0,024427061960376258
0,023610055094212688
0,022825296359931545
0,022071429149213160
0,021347146898411818
0,020651192858165700
0,019982359563174016
0,019339488056605812
